Student#,Birth Place,I started Hunter as,How I travel to school, L/R handed,I would rather go to school than work,A High School should have a dress code,My favorite season is,I use a seat belt,I am registered to vote,My favorite sport to watch,My favorite sport to participate in,I play a musical instrument,I have a pet,My resting pulse is,I read this many books per year,Siblings,BirthOrder,I have earned this many credits,I study this many hours per week,I watch this many movies per year,I want to major in,My favorite color is,My favorite fruit is,At home I speak,My favorite subject is,My least favorite subject is,I watch this many hours of TV,Where I started school in,Buy text?,Read text?,Learn from reading the text?,Learn from reading my notes?,Learn from working problems?,Learn from rewriting my notes?,Learn from working with a tutor?,Learn from working with another student?,I took Statistics because ,I am Math-Anxious,I am good in math,Height,Weight,VerbalSAT,MathSAT,SAT,GPA
59,USA,junior,ride the subway,Right,TRUE,FALSE,SPRING,TRUE,FALSE,basketball,tennis,FALSE,TRUE,unknown,4,2,1,74,6,10,early childhood Education,brown,peach,Arabic,psychology,science,4,USA,always,usually,yes,yes,yes,no,yes,no,it's required,FALSE,FALSE,66,110,550,520,1070,4
51,USA,junior,drive,Left,FALSE,TRUE,SUMMER,TRUE,TRUE,diving,walking,TRUE,TRUE,72,10,4,4,9,4,10,nursing,orange,grape,English,science,history,20,USA,always,usually,yes,yes,yes,yes,yes,yes,it's required,TRUE,TRUE,65,160,500,480,980,2.9
115,USA,freshman,ride the subway,Right,FALSE,FALSE,FALL,TRUE,TRUE,racing,racing,FALSE,TRUE,unknown,2,2,1,24,15,30,education,brown,banana,Greek,English,sociology,1,USA,always,sometimes,yes,yes,yes,no,yes,yes,it's required,TRUE,TRUE,72,165,700,650,1350,3
65,Antigua,sophomore,ride the subway,Right,TRUE,TRUE,SPRING,TRUE,FALSE,none,none,FALSE,FALSE,60,3,1,1,6,4,1,nursing,black,apple,English,English,math,5,Antigua,always,always,yes,yes,yes,no,yes,yes,it's required,TRUE,FALSE,79,209,560,520,1080,3.1
240,Dominican Republic,sophomore,ride the subway,Right,FALSE,TRUE,SUMMER,TRUE,TRUE,tennis,bicycling,FALSE,FALSE,70,3,1,1,76,15,2,physical therapy,purple,cherry,Spanish,literature,math,2,USA,always,sometimes,yes,yes,yes,no,yes,no,it's required,TRUE,FALSE,64,138,530,580,1110,2.6
56,USA,junior,ride the subway,Right,FALSE,FALSE,SPRING,TRUE,TRUE,basketball,football,FALSE,TRUE,69,20,2,3,70,10,2,video,blue,orange,English,history,English,20,USA,always,sometimes,yes,no,no,no,no,no,it's required,FALSE,TRUE,65,135,630,620,1250,3.6
12,Philippines,freshman,ride the subway,Right,TRUE,TRUE,SPRING,TRUE,FALSE,baseball,tennis,TRUE,FALSE,80,5,2,3,21,20,3,nursing,blue,mango,English,math,science,15,Philippines,always,always,yes,yes,yes,no,no,no,it's required,FALSE,TRUE,68,135,650,650,1300,3.08
32,Guyana,freshman,ride the subway,Right,FALSE,FALSE,SPRING,TRUE,FALSE,basketball,volleyball,TRUE,TRUE,unknown,12,4,2,24,10,4,pediatric nursing,green,blueberry,English,history,chemistry,14,Guyana,always,sometimes,yes,no,yes,no,no,no,it's required,FALSE,TRUE,67,158,490,520,1010,2.68
167,USA,freshman,drive,Right,TRUE,FALSE,SUMMER,TRUE,TRUE,baseball,volleyball,FALSE,FALSE,unknown,2,1,1,12,3,5,physical therapy,green,strawberry,English,no favorite,none,5,USA,always,sometimes,yes,yes,yes,yes,no, ,it's required,FALSE,TRUE,66,140,640,600,1240,3
210,Pakistan,freshman,ride the subway,Right,TRUE,TRUE,WINTER,FALSE,FALSE,football,volleyball,FALSE,FALSE,unknown,2,4,5,12,18,7,science,brown,orange,Urdu,math,English,5,Pakistan,always,sometimes,yes,yes,yes,yes,yes,no,it's required,FALSE,FALSE,63,145,670,750,1420,3.6
36,New York,junior,ride the subway,Right,FALSE,FALSE,SPRING,TRUE,TRUE,figure skating,badminton,TRUE,FALSE,1,0,0,1,70,35,unknown,psychology,navy,grape,English,map of knowledge,math,84,USA,usually,usually,yes,yes,yes,no,yes,no,it's required,NOT SURE,FALSE,67,145,680,670,1350,3.85
252,Jamaica,sophomore,ride the subway,Ambidextrous,FALSE,TRUE,FALL,TRUE,FALSE,basketball,tennis,FALSE,FALSE,unknown,20,0,1,0,30,1,nursing,black,cantaloupe,English,biology,math,14,USA,always,never,yes,yes,yes,no,yes,yes,it's required,FALSE,FALSE,63,120,700,550,1250,2.89
180,USA,sophomore,ride the subway,Right,FALSE,FALSE,SUMMER,TRUE,TRUE,figure skating,running,FALSE,TRUE,unknown,10,1,1,9,6,2,undecided,green,strawberry,English,psychology,math,3,USA,usually,sometimes,yes,yes,yes,yes,yes,yes,it's required,TRUE,TRUE,65,160,550,550,1100,3.83
71,Guyana,sophomore,ride the subway,Right,TRUE,FALSE,SUMMER,TRUE,FALSE,basketball,running,FALSE,FALSE,79,30,3,3,30,6,2,psychology,blue,banana,English,math,English,4,Guyana,always,usually,yes,yes,yes,no,no,yes,it's required,NOT SURE,TRUE,65,160,580,640,1220,3.64
169,USA,junior,ride the subway,Right,TRUE,TRUE,FALL,TRUE,TRUE,track,softball,FALSE,TRUE,unknown,6,2,1,3,3,2,psychology,green,strawberry,English,psychology,math,4,USA,usually,usually,yes,yes,yes,yes,yes,yes,it's required,FALSE,TRUE,68,130,600,580,1180,2.4
102,USA,freshman,ride the subway,Right,FALSE,TRUE,SPRING,TRUE,TRUE,none,baseball,TRUE,FALSE,unknown,4,2,2,120,20,2,geography,blue,apple,English,English,economics,5,USA,sometimes,always,yes,yes,yes,no,no,no,chose to take,TRUE,FALSE,66,120,520,630,1150,2.5
208,Mexico,freshman,ride the subway,Right,TRUE,TRUE,SPRING,TRUE,FALSE,soccer,soccer,FALSE,TRUE,unknown,2,3,3,65,20,4,physical education,yellow,watermelon,Spanish,Italian,English,30,Mexico,always,sometimes,yes,yes,yes,yes,no,no,it's required,TRUE,FALSE,74,210,630,660,1290,2.75
28,Jamaica,freshman,ride the subway,Left,FALSE,FALSE,SPRING,TRUE,FALSE,baseball,walking,FALSE,FALSE,80,1,2,3,25,30,5,registered nurse,red,peach,English,math,chemistry,5,Jamaica,always,sometimes,yes,yes,yes,no,no,yes,chose to take,FALSE,TRUE,62,175,610,620,1230,3.5
182,USA,freshman,ride the subway,Right,TRUE,FALSE,SUMMER,TRUE,TRUE,basketball,volleyball,TRUE,TRUE,unknown,12,2,3,15,Unknown,6,education,blue,watermelon,Spanish,no favorite,science,10,USA,always,never,no,yes,yes,yes,no,yes,chose to take,FALSE,FALSE,73,200,520,620,1140,2.8
244,Haiti,sophomore,ride the subway,Right,TRUE,TRUE,SPRING,TRUE,TRUE,soccer,soccer,FALSE,FALSE,100,10,1,1,0,12,15,psychology,brown,kiwi,French,math,biology,6,USA,always,always,yes,yes,yes,yes,yes,yes,it's required,TRUE,FALSE,70,155,590,620,1210,2.9
77,Jamaica,freshman,ride the subway,Right,TRUE,TRUE,SUMMER,FALSE,FALSE,gymnastics,volleyball,FALSE,TRUE,29,10,2,1,51,5,2,nutrition,blue,strawberry,English,English,math,20,Jamaica,always,never,yes,yes,yes,yes,yes,yes,it's required,FALSE,FALSE,67,119,490,590,1080,2.1
13,USA,junior,ride the subway,Right,FALSE,TRUE,FALL,TRUE,TRUE,boxing,walking,FALSE,TRUE,76,10,1,2,36,3,1,nursing,green,plum,Spanish,Puerto Rican studies,chemistry,15,USA,always,never,yes,yes,yes,no,yes,yes,it's required,TRUE,FALSE,63,110,590,610,1200,3.86
171,USA,freshman,ride the subway,Right,TRUE,FALSE,SUMMER,FALSE,TRUE,basketball,volleyball,FALSE,TRUE,68,4,3,3,46,14,1,medicine,black,strawberry,Spanish,science,math,21,USA,always,sometimes,yes,yes,yes,yes,no,yes,it's required,FALSE,FALSE,65,160,580,640,1220,3.64
30,USA,sophomore,ride the subway,Right,FALSE,TRUE,SUMMER,TRUE,TRUE,gymnastics,volleyball,FALSE,FALSE,105,3,3,2,58,5,2,community health,navy,grape,English,women studies,math,10,Trinidad,always,usually,yes,yes,yes,no,yes,yes,it's required,TRUE,NOT SURE,70,187,500,560,1060,3.3
136,Philippines,freshman,walk,Right,TRUE,FALSE,SUMMER,TRUE,FALSE,basketball,volleyball,FALSE,FALSE,unknown,0,0,1,0,10,2,physical therapy,black,mango,English,math,English,25,USA,usually,always,yes,yes,yes,no,no,no,chose to take,FALSE,TRUE,67,145,680,670,1350,3.85
31,Trinadad,sophomore,ride the subway,Right,TRUE,FALSE,SUMMER,FALSE,FALSE,basketball,basketball,FALSE,TRUE,59,2,2,2,27,10,1,computer science,purple,strawberry,English,math,history,8,Trinidad,always,sometimes,no,yes,yes,yes,no,no,it's required,FALSE,TRUE,72,170,640,640,1280,2.9
130,USA,freshman,ride the subway,Left,TRUE,FALSE,SUMMER,FALSE,TRUE,none,volleyball,FALSE,FALSE,unknown,2,3,2,50,8,1,psychology,black,grape,English,psychology,science,10,USA,always,usually,yes,no,yes,yes,no,yes,it's required,TRUE,FALSE,70,187,500,560,1060,3.3
62,USA,freshman,ride the subway,Right,TRUE,TRUE,SPRING,TRUE,TRUE,swimming,swimming,TRUE,TRUE,unknown,5,2,2,15,10,4,tax law,all,strawberry,Greek,math,physics,2,USA,always,always,no,no,yes,no,yes,no,it's required,FALSE,TRUE,72,195,600,600,1200,3.1
55,USA,freshman,ride the subway,Right,TRUE,TRUE,WINTER,TRUE,TRUE,basketball,volleyball,FALSE,FALSE,70,15,1,1,45,10,5,biology,purple,mango,English,English,history,3,USA,always,sometimes,yes,yes,yes,no,no,yes,it's required,FALSE,TRUE,64,120,490,520,1010,2.9
38,USA,nondegree student,ride the subway,Right,TRUE,TRUE,FALL,TRUE,TRUE,gymnastics,golf,TRUE,TRUE,unknown,2,3,1,46,10,5,theater & psychology,black,pear,English,philosophy,math,11,USA,always,usually,yes,no,yes,yes,yes,no,it's required,TRUE,FALSE,72,215,630,590,1220,3.4
274,Sweden,freshman,walk,Right,FALSE,FALSE,SUMMER,TRUE,FALSE,boxing,volleyball,FALSE,FALSE,53,5,1,1,17.5,30,6,psychology,black,orange,English,math,science,4,Sweden,always,usually,yes,yes,yes,no,no,no,it's required,FALSE,TRUE,68,135,690,650,1340,3.2
132,USA,sophomore,walk,Right,TRUE,TRUE,SPRING,TRUE,FALSE,none,none,TRUE,FALSE,unknown,4,4,2,42,Unknown,unknown,nutrition,purple,grape,English,music,history,10,USA,always,sometimes,no,no,yes,yes,no,no,it's required,TRUE,TRUE,67,158,490,520,1010,2.68
54,USA,freshman,ride the subway,Right,TRUE,FALSE,SPRING,FALSE,TRUE,basketball,basketball,FALSE,FALSE,unknown,6,2,2,9,5,1,physical therapy,gray,mango,English,English,science,5,USA,always,usually,no,no,no,no,no,no,it's required,NOT SURE,FALSE,64,115,580,680,1260,3.7
25,Dominican Republic,freshman,ride the subway,Right,TRUE,TRUE,WINTER,FALSE,FALSE,baseball,volleyball,TRUE,TRUE,5,1,1,2,24,48,2,dentistry,red,strawberry,Spanish,sociology,political science,4,Dominican Republic,always,sometimes,yes,yes,yes,no,yes,yes,it's required,TRUE,FALSE,74,185,570,580,1150,3.4
151,USA,sophomore,ride the subway,Right,TRUE,FALSE,SPRING,TRUE,TRUE,basketball,tennis,FALSE,FALSE,80,4,4,4,60,10,2,nursing,red,orange,English,biology,math,12,USA,always,usually,yes,yes,yes,no,no,no,it's required,TRUE,FALSE,65,160,500,480,980,2.9
181,USA,freshman,ride the subway,Right,TRUE,TRUE,SUMMER,TRUE,FALSE,basketball,basketball,TRUE,FALSE,75,7,5,4,12,8,3,nursing,black,tangerine,English,English,chemistry,10,USA,always,sometimes,yes,yes,yes,yes,no,no,it's required,FALSE,TRUE,69,165,530,610,1140,2.7
74,Haiti,sophomore,ride the bus,Right,TRUE,TRUE,FALL,TRUE,FALSE,soccer,soccer,FALSE,FALSE,unknown,1,1,1,64,12,1,health education,yellow,orange,French,English,math,3,Haiti,always,always,yes,yes,yes,no,yes,no,it's required,TRUE,FALSE,69,155,620,660,1280,3.4
275,Trinadad,freshman,ride the subway,Right,FALSE,TRUE,SPRING,TRUE,FALSE,swimming,walking,FALSE,TRUE,unknown,0,1,1,12,10,2,nutrition,purple,papaya,English,food science,none,4,Trinidad,sometimes,usually,yes,yes,yes,yes,no,yes,it's required,FALSE,FALSE,67,140,630,610,1240,3.25
242,Egypt,freshman,ride the subway,Right,TRUE,TRUE,SUMMER,FALSE,FALSE,Chess,Chess,FALSE,FALSE,75,2,1,1,24,1,2,lab technology,blue,banana,Arabic,biology,sociology,7,Egypt,always,always,no,no,yes,no,no,no,it's required,FALSE,TRUE,71,170,600,620,1220,3.3
218,USA,freshman,"ride the subway, ride the bus",Right,TRUE,FALSE,SUMMER,TRUE,FALSE,none,volleyball,FALSE,FALSE,unknown,4,3,4,21,10,3,psychology,green,mango,Spanish,English,history,20,USA,always,sometimes,yes,yes,yes,no,yes,no,it's required,TRUE,TRUE,67,122,560,640,1200,3.2
238,Columbia,sophomore,ride the subway,Right,FALSE,TRUE,SUMMER,TRUE,FALSE,swimming,swimming,TRUE,FALSE,unknown,0,1,1,11,3.5 h,10,medical lab,brown,peach,Spanish,science,English,3,"Bogota, Columbia",always,usually,no,no,yes,no,yes,yes,it's required,FALSE,FALSE,70,165,630,560,1190,3.5
260,USA,freshman,ride the subway,Right,TRUE,TRUE,SPRING,FALSE,FALSE,figure skating,swimming,FALSE,FALSE,unknown,10,4,4,13,14,1,computer science,none,grape,English,math,history,28,USA,always,always,yes,yes,yes,yes,yes,yes,chose to take,TRUE,TRUE,70,145,600,600,1200,3.6
159,USA,junior,ride the subway,Right,TRUE,FALSE,FALL,FALSE,TRUE,basketball,softball,FALSE,TRUE,50,1,2,1,80,Unknown,14,psychology,red,pear,English,English,history,16,USA,always,never,yes,yes,yes,yes,yes,yes,it's required,TRUE,TRUE,66,110,550,520,1070,4
99,Haiti,freshman,ride the subway,Right,TRUE,FALSE,SUMMER,FALSE,FALSE,basketball,basketball,FALSE,TRUE,72,5,1,2,9,10,2,medicine,blue,cantaloupe,English,history,none,15,USA,always,always,yes,yes,yes,yes,yes,yes,chose to take,TRUE,TRUE,63,113,580,600,1180,3.5
17,China,freshman,ride the subway,Right,FALSE,TRUE,SPRING,FALSE,FALSE,none,volleyball,TRUE,FALSE,70,0,1,2,6,15,0,computer science,white,honeydew melon,Chinese,math,science,20,China,usually,never,no,yes,yes,no,no,no,chose to take,TRUE,TRUE,67,154,550,450,1000,3.3
191,Dominican Republic,freshman,ride the subway,Right,TRUE,TRUE,SUMMER,TRUE,FALSE,baseball,swimming,FALSE,FALSE,unknown,1,1,1,69,10,1,psychology,black,orange,Spanish,political science,math,21,Dominican Rep.,always,never,no,no,yes,no,yes,no,it's required,TRUE,FALSE,74,165,660,710,1370,3.57
246,Hong Kong,sophomore,ride the subway,Right,FALSE,TRUE,WINTER,FALSE,FALSE,football,swimming,TRUE,TRUE,76,5,1,1,15,1.75,2,physical therapy,navy,watermelon,Cantonese,math,chemistry,35,USA,sometimes,never,yes,yes,yes,yes,no,no,it's required,FALSE,TRUE,65,130,780,640,1420,3.4
247,Ireland,sophomore,ride the subway,Right,TRUE,FALSE,FALL,TRUE,FALSE,hockey,running,FALSE,TRUE,unknown,3,3,3,78,10,2,art,pink,nectarine,English,studio art,math,2,Ireland,always,never,yes,yes,yes,yes,yes,no,chose to take,TRUE,FALSE,72,180,660,620,1280,3.4
139,USA,freshman,ride the subway,Right,TRUE,TRUE,SPRING,TRUE,FALSE,volleyball,volleyball,FALSE,TRUE,unknown,5,2,3,12.5,5,2,sports medicine,blue,mango,English,psychology,chemistry,2,USA,always,always,yes,yes,yes,yes,yes,yes,it's required,FALSE,TRUE,64,135,580,540,1120,2.4
53,Puerto Rico,sophomore,ride the subway,Right,TRUE,TRUE,FALL,TRUE,TRUE,basketball,softball,TRUE,FALSE,82,8,0,1,12,20,8,English,blue,mango,Spanish,English,math,16,USA,always,never,no,no,yes,no,no,no,it's required,TRUE,FALSE,63,95,600,660,1260,3.3
7,Dominican Republic,freshman,ride the subway,Right,TRUE,TRUE,WINTER,TRUE,FALSE,baseball,volleyball,FALSE,FALSE,unknown,0,1,1,36,10,0,Community health,white,grape,Spanish,science,music,5,Dominican Republic,sometimes,never,yes,yes,yes,yes,yes,yes,it's required,TRUE,FALSE,66,128,640,680,1320,2.77
67,USA,junior,ride the subway,Right,FALSE,TRUE,FALL,FALSE,TRUE,basketball,basketball,FALSE,FALSE,unknown,300,1,1,48,5,1,nursing,blue,all,English,biology,math,10,Costa Rico,always,sometimes,yes,yes,yes,no,no,yes,it's required,TRUE,FALSE,66,140,640,600,1240,3
162,USA,freshman,ride the subway,Right,FALSE,FALSE,FALL,TRUE,TRUE,baseball,basketball,FALSE,FALSE,80,5,2,2,32,12,140,physiotherapy,lavender,pear,English,urban studies,political science,30,USA,always,sometimes,no,yes,yes,yes,no,yes,chose to take,FALSE,FALSE,72,195,600,600,1200,3.1
144,USA,sophomore,"walk, ride the subway, ride the bus",Right,FALSE,FALSE,SPRING,TRUE,TRUE,basketball,basketball,FALSE,TRUE,70,8,1,2,151,12,1,biology,blue,orange,English,biology,organic chemistry,10,USA,always,usually,yes,yes,yes,no,no,no,chose to take,TRUE,TRUE,72,174,560,550,1110,3.3
199,USA,sophomore,ride the subway,Right,TRUE,TRUE,SUMMER,TRUE,TRUE,basketball,volleyball,FALSE,FALSE,unknown,2,1,2,54,30,1,psychology,purple,mango,Creole,math,psychology,8,Haiti,always,sometimes,no,no,yes,no,no,yes,it's required,NOT SURE,TRUE,63,113,580,600,1180,3.5
184,India,freshman,ride the subway,Right,TRUE,FALSE,SPRING,FALSE,TRUE,basketball,karate,FALSE,FALSE,unknown,0,2,3,86,1,5,communication,blue,watermelon,Gujarati,media class,astronomy,20,USA,usually,never,yes,yes,yes,no,yes,yes,it's required,TRUE,FALSE,69,140,800,680,1480,3.62
24,USA,freshman,ride the subway,Right,TRUE,TRUE,FALL,TRUE,TRUE,"basketball, track",aerobics,TRUE,TRUE,unknown,8,1,1,52,18,1,community health,green,watermelon,English,literature,none,8,USA,always,always,yes,yes,yes,yes,yes,yes,it's required,TRUE,TRUE,67,155,610,590,1200,3.48
73,Haiti,sophomore,ride the subway,Right,TRUE,TRUE,SPRING,TRUE,TRUE,soccer,soccer,TRUE,TRUE,unknown,5,1,1,70,Unknown,2,psychology,brown,grape,English,psychology,history,14,Haiti,always,sometimes,no,yes,yes,yes,yes,yes,it's required,TRUE,FALSE,76,150,620,680,1300,2.5
87,El Salvador,freshman,ride the subway,Right,TRUE,TRUE,SUMMER,FALSE,FALSE,basketball,cheerleading,TRUE,TRUE,83,2,1,2,23,6,4,psychology,purple,apple,English,none,none,7,USA,always,never,yes,yes,yes,yes,yes,yes,chose to take,TRUE,TRUE,70,142,660,680,1340,4
165,USA,freshman,ride the subway,Right,TRUE,TRUE,WINTER,TRUE,FALSE,baseball,soccer,TRUE,FALSE,unknown,4,1,1,9,12,2,psychology,blue,plum,Spanish,urban studies,economics,8,USA,always,always,yes,yes,yes,yes,no,yes,it's required,TRUE,FALSE,79,209,560,520,1080,3.1
76,Jamaica,junior,ride the subway,Right,TRUE,TRUE,SPRING,TRUE,FALSE,basketball,swimming,FALSE,TRUE,102,20,2,1,70,16,2,psychology,blue,grape,English,literature,math,35,Jamaica,always,usually,yes,yes,yes,no,yes,no,it's required,FALSE,FALSE,65,155,640,640,1280,3.7
90,Haiti,freshman,ride the subway,Right,FALSE,TRUE,SUMMER,TRUE,FALSE,basketball,volleyball,TRUE,TRUE,35,15,1,1,73,4,6,sociology,brown,peach,Creole,sociology,math,6,USA,sometimes,always,yes,no,no,yes,no,yes,chose to take,FALSE,FALSE,72,128,550,600,1150,3.7
173,USA,junior,ride the subway,Right,not sure,TRUE,FALL,FALSE,TRUE,basketball,none,TRUE,FALSE,unknown,1,1,1,12,5,2,psychology,black,strawberry,English,theater,math,4,USA,usually,sometimes,yes,yes,yes,no,yes,yes,it's required,FALSE,FALSE,76,150,620,680,1300,2.5
236,Belarus,freshman,ride the subway,Right,TRUE,TRUE,SPRING,TRUE,FALSE,volleyball,swimming,TRUE,TRUE,unknown,7,1,2,33.5,20,4,social work,black,apple,Russian,literature,gym,7,Belarus,always,sometimes,yes,yes,no,no,no,yes,it's required,FALSE,TRUE,61,105,670,700,1370,3.68
243,USA,sophomore,ride the subway,Right,FALSE,FALSE,SUMMER,FALSE,TRUE,basketball,basketball,FALSE,TRUE,unknown,7,1,1,80,10,5,sociology,black,strawberry,Czech,sociology,chemistry,20,USA,always,usually,yes,yes,yes,yes,no,no,it's required,FALSE,TRUE,69,155,700,560,1260,3.2
155,USA,freshman,ride the subway,Right,TRUE,FALSE,SUMMER,TRUE,TRUE,basketball,dance,TRUE,TRUE,unknown,3,1,1,9,8,6,psychology,blue,peach,English,math,history,4,USA,always,sometimes,yes,yes,yes,yes,yes,yes,chose to take,TRUE,TRUE,64,120,490,520,1010,2.9
256,Japan,senior,walk,Right,FALSE,FALSE,SPRING,TRUE,FALSE,tennis,tennis,TRUE,FALSE,unknown,1,1,2,15,4,1,anthropology,black,cherry,Japanese,math,English,0,Japan,always,sometimes,yes,no,yes,no,no,no,it's required,FALSE,TRUE,67,138,760,640,1400,3.3
201,India,freshman,ride the subway,Right,TRUE,FALSE,FALL,FALSE,FALSE,basketball,volleyball,FALSE,FALSE,unknown,0,1,2,12,5,1,nursing,blue,apple,Punjabi,history,math,1,India,always,sometimes,no,yes,yes,yes,yes,yes,it's required,FALSE,FALSE,69,198,550,620,1170,2.9
123,Afghanistan,freshman,ride the subway,Right,TRUE,FALSE,SPRING,FALSE,FALSE,figure skating,volleyball,FALSE,TRUE,unknown,3,3,2,12,8,1,nursing,black,cantaloupe,English,social science,English,7,USA,always,usually,yes,yes,yes,yes,yes,yes,it's required,TRUE,TRUE,71,175,700,720,1420,3.7
149,USA,nondegree student,ride the bus,Right,FALSE,TRUE,SUMMER,TRUE,FALSE,figure skating,figure skating,TRUE,FALSE,75,1,2,1,4.5,25,1,physical therapy,pink,orange,English,science,none,4,USA,always,always,yes,yes,yes,yes,yes,yes,it's required,TRUE,TRUE,72,175,650,670,1320,3.6
269,Russia,freshman,ride the subway,Right,TRUE,FALSE,SUMMER,TRUE,FALSE,none,basketball,TRUE,FALSE,unknown,20,3,2,13,30,10,nursing,green,orange,Russian,literature,physics,3,Russia,always,sometimes,yes,yes,yes,yes,no,no,it's required,NOT SURE,TRUE,75,210,550,580,1130,3.3
